,title,brand,descript,url,time
14,Electric vehicles: Can 'lightweighting' combat range anxiety?,BBC,Electric vehicles: Can 'lightweighting' combat range anxiety? ... One of the biggest barriers to electric vehicles is the distance they can travel on a single...3 months ago,https://www.bbc.com/future/article/20240108-electric-vehicles-can-lightweighting-combat-range-anxiety,3 months ago
15,Land grabs and vanishing forests: Are ‘clean’ electric vehicles to blame?,Al Jazeera,"In a 124-page report released in January, CRI alleged that companies mining in IWIP often collude with the police to force landowners in nearby villages such as...1 month ago",https://www.aljazeera.com/news/2024/3/14/land-grabs-and-cleared-forests-why-electric-vehicles-are-getting-a-bad-rep,1 month ago
16,We can't save the world with electric cars,Euronews.com,"While producing an electric car, you still end up emitting greenhouse gases into the air. The resources required to build a sustainable and efficient system for...3 months ago",https://www.euronews.com/next/2023/12/26/we-cant-save-the-world-with-electric-cars,3 months ago
17,The used electric vehicle market could tempt EV-curious drivers,BBC,"A record number of used electric vehicles are expected to sell in 2024, according to Recurrent, a vehicle-data research firm, which produces a quarterly Used...1 month ago",https://www.bbc.com/worklife/article/20240222-used-electric-vehicle-market-ev-prices,1 month ago
18,Apple reportedly scraps multibillion-dollar plan to build electric car,The Guardian,"Apple reportedly scraps multibillion-dollar plan to build electric car ... Apple is canceling its plans to build an electric car, according to multiple outlets,...1 month ago",https://www.theguardian.com/technology/2024/feb/27/apple-cancels-electric-car-layoffs,1 month ago
19,Firms still forced to sell more electric cars despite petrol ban delay,BBC,"What's the policy now? Prior to Mr Sunak announcing a shift in policy, the government had planned to ban the sale of new, pure petrol and diesel vehicles by...6 months ago",https://www.bbc.com/news/business-66875554,6 months ago
20,India's electric car boom: What's fuelling the soaring popularity of EVs?,Euronews.com,India's electric car boom: What's fuelling the soaring popularity of EVs? ... India has become one of the fastest-growing EV markets in the world. ADVERTISEMENT.7 months ago,https://www.euronews.com/next/2023/09/01/why-are-electric-vehicles-growing-in-popularity-in-india,7 months ago
21,"Apple cancels work on an electric car, reports say",CNN,"Apple has abandoned decade-long efforts to build an electric car, according to multiple media reports, calling time on a project that some saw as...1 month ago",https://www.cnn.com/2024/02/28/tech/apple-cancels-electric-car/index.html,1 month ago
22,"How did Norway become the electric car superpower? Oil money, civil disobedience – and Morten from a-ha",The Guardian,More than 90% of new cars sold in Norway are electric. And it all started with some pop stars driving around in a jerry-built Fiat Panda.1 month ago,https://www.theguardian.com/lifeandstyle/2024/mar/12/how-did-norway-become-the-electric-car-superpower-oil-money-civil-disobedience-and-morten-from-a-ha,1 month ago
23,Xiaomi just showed Apple a smartphone maker can make an electric car,Business Insider,"Last month, Apple called it quits on its electric-vehicle dream. One of the iPhone maker's biggest rivals in China is showing it how it's done.2 weeks ago",https://www.businessinsider.com/china-xiaomi-launch-electric-car-apple-failed-tesla-2024-3,2 weeks ago
24,China’s electric vehicle surge will shock global markets,East Asia Forum,"In 2023, production it expected to reach 8 million units, or 25 per cent of all cars sold in China compared with 22 per cent in the European Union, just 6 per...4 months ago",https://eastasiaforum.org/2023/11/21/chinas-electric-vehicle-surge-will-shock-global-markets/,4 months ago
25,You'd have to pay me to buy an electric car,The Telegraph,"This comes as no surprise to me. Down our street, where there is no off-road parking, two eco-friendly households have had electric vehicles which have involved...6 months ago",https://www.telegraph.co.uk/news/2023/09/19/youd-have-to-pay-me-to-buy-an-electric-car/,6 months ago
26,New car registrations: +13.9% in 2023; battery electric 14.6% market share,ACEA - European Automobile Manufacturers' Association,"New car registrations: +13.9% in 2023; battery electric 14.6% market share ... In December 2023, the EU car market experienced a 3.3% decline, recording 867,052...2 months ago",https://www.acea.auto/pc-registrations/new-car-registrations-13-9-in-2023-battery-electric-14-6-market-share/,2 months ago
27,Germany's Scholz warns against protectionism in China electric car probe,POLITICO.eu,Germany's Scholz warns against protectionism in China electric car probe. German chancellor says he's against clean car trade barriers.6 months ago,https://www.politico.eu/article/germany-chancellor-olaf-scholz-global-competition-china-electric-cars/,6 months ago
28,Biden urged to ban China-made electric vehicles from the US,BBC,"President Joe Biden has been urged to ban imports of Chinese-made electric cars to the US. The chair of the Senate Banking Committee, Senator Sherrod Brown,...2 days ago",https://www.bbc.com/news/articles/cyerg64dn97o,2 days ago
29,New car registrations: +9.2% in September; battery electric 14.8% market share,ACEA - European Automobile Manufacturers' Association,"In September 2023, new car registrations increased by 9.2%, reaching 861062 units, marking the EU car market's fourteenth consecutive month of growth.5 months ago",https://www.acea.auto/pc-registrations/new-car-registrations-9-2-in-september-battery-electric-14-8-market-share/,5 months ago
30,Apple parks its electric car project in sign of EV industry's struggles,Financial Times,"On Tuesday, Apple announced to its staff it would abandon a years-long effort to develop an electric vehicle that could compete with the likes of Tesla, instead...1 month ago",https://www.ft.com/content/a5bc85c6-e434-4321-901c-dd8045a354cf,1 month ago
31,I love my electric car but I didn't realize my life would revolve around charging it,CBC,"Motivated by the climate crisis, Akiko Hara switched to an electric vehicle. But it's become a bigger lifestyle decision than she had anticipated.10 months ago",https://www.cbc.ca/news/canada/first-person-electric-car-1.6858857,10 months ago
32,Volkswagen Group delivers 3 percent more vehicles in the first quarter,Volkswagen Group,"Total deliveries increase to 2.10 million vehicles (Q1 2023: 2.04); The main growth drivers are China (+8 percent), South America (+14 percent) and North...4 days ago",https://www.volkswagen-group.com/en/press-releases/volkswagen-group-delivers-3-percent-more-vehicles-in-the-first-quarter-18318,4 days ago
33,I was left flat by my electric car charging experience,The Telegraph,"At the wheel of my battery-powered Skoda Enyaq, I pulled into the car park, where my satnav had indicated several electric charging points. Seeing them, I had a...10 months ago",https://www.telegraph.co.uk/cars/comment/left-flat-by-my-electric-car-charging-experience/,10 months ago
34,Driving a greener future: how your electric car could help power your neighbourhood,The Conversation,"A buffer against fluctuating prices. Microgrid solutions, enhanced by the collaboration with EVs, offer a pathway to significant cost savings. By harnessing...4 months ago",https://theconversation.com/driving-a-greener-future-how-your-electric-car-could-help-power-your-neighbourhood-218345,4 months ago
35,Hertz CEO out following electric car ‘horror show’,CNN,"The company, which announced in January it was selling 20,000 of the electric vehicles in its fleet, or about a third of the EVs it owned, is now replacing the...4 weeks ago",https://www.cnn.com/2024/03/18/business/hertz-ceo-departure-ev/index.html,4 weeks ago
36,I've owned the same electric car for 15 years – and I still love it,The Telegraph,I've owned the same electric car for 15 years – and I still love it ... You're going to hate me. I own an electric car and – shock horror – I love it. No range...6 months ago,https://www.telegraph.co.uk/cars/hybrid-electric-cars/ive-owned-the-same-electric-car-for-15-years-and-i-still-l/,6 months ago
37,China’s BYD is selling more electric cars than Tesla,CNN,BYD overtook Tesla to become the world's biggest electric car company in the final quarter of 2023.3 months ago,https://www.cnn.com/2024/01/02/cars/china-byd-ev-sales-increase-tesla-intl-hnk/index.html,3 months ago
38,New car registrations: +12.1% in January 2024; battery electric 10.9% market share,ACEA - European Automobile Manufacturers' Association,"In January 2024, the EU new car market rebounded from the slowdown experienced in December 2023, with year-on-year car registrations increasing by 12.1% to...1 month ago",https://www.acea.auto/pc-registrations/new-car-registrations-12-1-in-january-2024-battery-electric-10-9-market-share/,1 month ago
39,What Happened When a German Car Factory Went All Electric,The New York Times,"Volkswagen's plant in Zwickau stopped producing Golfs and switched to electric vehicles, illuminating the risks and opportunities for factory towns and...5 days ago",https://www.nytimes.com/2024/04/09/business/volkswagen-electric-vehicle-factory.html,5 days ago
40,France suspends subsidized electric car program after surge,Le Monde.fr,The French government said it was suspending the plan to lease electric cars from €100 a month after subsidizing more than double the number of vehicles...2 months ago,https://www.lemonde.fr/en/france/article/2024/02/12/france-suspends-subsidized-electric-car-program-after-surge_6518660_7.html,2 months ago
41,Western firms are quaking as China's electric-car industry speeds up,The Economist,"IT TAKES THE ET5, an electric saloon from NIO, a Chinese carmaker founded in 2014, a mere four seconds to accelerate from a standstill to 100kph.3 months ago",https://www.economist.com/briefing/2024/01/11/western-firms-are-quaking-as-chinas-electric-car-industry-speeds-up,3 months ago
42,China's electric vehicles threaten to leave Europe in the dust,Financial Times,Nearly half the cars exported from China are now sold in Europe. The figure rose about 60 per cent last year. Around two-thirds were battery electric cars. The...6 months ago,https://www.ft.com/content/5f385b83-18d6-44da-891d-4c09c1360fff,6 months ago
43,'Simply good' Chinese electric cars power ahead of inferior US rivals,Financial Times,"'Simply good' Chinese electric cars power ahead of inferior US rivals · “They are simply good cars and people buy them,” he said in an interview, referring to...1 month ago",https://www.ft.com/content/e732ed73-8775-4675-ba03-e68e32d0b12d,1 month ago
44,An Epic Road Trip in the Most Electric Car-Friendly Country,AFAR Media,"Be sure to factor in charging stops—but also random stops—to take in all of Norway's natural beauty. ... Norway's EV network will get you across the country, from...9 months ago",https://www.afar.com/magazine/driving-across-norway-the-most-electric-car-friendly-country-in-the-world,9 months ago
45,Commentary: I'm ready to trade in my electric car. Here's why,Los Angeles Times,Commentary: I'm ready to trade in my electric car. Here's why ... A man disconnects his vehicle from an electric vehicle charging station at the Berkeley Public...11 months ago,https://www.latimes.com/opinion/story/2023-04-23/commentary-its-not-easy-being-a-green-motorist-in-california,11 months ago
46,Apple's electric car project is dead,The Verge,The long-rumored “Project Titan” autonomous electric car project within Apple has reportedly been canceled. Bloomberg reports employees were told the team...1 month ago,https://www.theverge.com/2024/2/27/24084907/apple-electric-car-project-titan-shuts-down,1 month ago
47,"New car registrations: +17.8% in June, battery electric 15.1% market share",ACEA - European Automobile Manufacturers' Association,"In June 2023, the EU car market grew by 17.8% to 1 million registered units. This growth can be attributed to the region's rebound from a low comparison...8 months ago",https://www.acea.auto/pc-registrations/new-car-registrations-17-8-in-june-battery-electric-15-1-market-share/,8 months ago
48,Xiaomi releases electric car $4K cheaper than Tesla's Model 3 as price wars heat up,CNBC,"Chinese smartphone company Xiaomi said Thursday it will sell its first car for far less than Tesla's Model 3, as price wars heat up in China's fiercely...2 weeks ago",https://www.cnbc.com/2024/03/28/xiaomi-releases-electric-car-4k-cheaper-than-teslas-model-3-as-price-wars-heat-up.html,2 weeks ago
49,Xiaomi is set to launch its electric car on March 28,CNBC,Chinese smartphone company Xiaomi announced Tuesday it would formally launch its long-awaited electric car on March 28.1 month ago,https://www.cnbc.com/2024/03/12/xiaomi-is-set-to-launch-its-su7-electric-car-on-march-28.html,1 month ago
50,Electric car vandalised by climate activists in Bristol,BBC,Electric car vandalised by climate activists in Bristol ... Environmental activists targeting SUVs have deflated the tyres of an electric car. A man living in...3 months ago,https://www.bbc.com/news/uk-england-bristol-67893216,3 months ago
51,Opinion | Electric Cars Are Boring (Tesla Cybertruck Included),The New York Times,Sales of electric vehicles are sagging in part because they're so dull to drive compared with their gas counterparts.6 days ago,https://www.nytimes.com/2024/04/08/opinion/electric-car-ev-tesla.html,6 days ago
52,Factcheck: 21 misleading myths about electric vehicles,Carbon Brief,While it is true that the production of EVs creates more CO2 than petrol equivalents – the US Argonne National Laboratory puts manufacturing-phase emissions at...5 months ago,https://www.carbonbrief.org/factcheck-21-misleading-myths-about-electric-vehicles/,5 months ago
53,Who wins the race for electric cars?,Al Jazeera,The global race for electric vehicles is at full speed and it is driving geopolitical rivalries.3 months ago,https://www.aljazeera.com/program/counting-the-cost/2023/12/23/who-wins-the-race-for-electric-cars,3 months ago
54,Why tech companies are wrong to think EVs are a solution to climate change,Euronews.com,"To fight climate change, carmakers want to sell us ever more technological and ecological vehicles like electric cars. For Paris Marx, this approach is...2 months ago",https://www.euronews.com/next/2024/01/23/why-tech-companies-are-wrong-to-think-electric-cars-are-a-solution-to-climate-change,2 months ago
55,Driving an electric car is cheaper in some parts of Canada than others,UBC News,"A new UBC study highlights how it's cheaper in some regions than others to drive electric, making it more challenging for certain households to make the...1 month ago",https://news.ubc.ca/2024/02/29/ev-cheaper-in-some-parts-of-canada-than-others/,1 month ago
56,Have Australian drivers finally charged into electric vehicles?,The Guardian,EV sales are booming and longtime favourite makes and models are being ignored in favour of Tesla and BYD.3 months ago,https://www.theguardian.com/environment/2024/jan/12/electric-vehicles-evs-australia-sales-figures-boom-tesla-byd-toyota-hyundai-mg-kia-volvo-mercedes,3 months ago
57,Visualising the growth of the electric car industry,Al Jazeera,"China leads global electric vehicle sales. China accounts for more than half (58 percent) of all new electric cars sold worldwide. According to the IEA, over...10 months ago",https://www.aljazeera.com/news/2023/6/5/visualising-the-growth-of-the-electric-car-industry,10 months ago
58,Why America's Electric Car Push Isn't Working,Business Insider,"Sure, sales of EVs keep going up — a record 300,000 cars sold in the US in the third quarter of 2023 were electric — but the pace of adoption has markedly...3 months ago",https://www.businessinsider.com/electric-car-ev-sales-prices-problem-transportation-2024-1,3 months ago
59,Europe probes China’s electric car subsidies as imports soar,CNN,The European Union is launching an investigation into China's state support for makers of electric vehicles as soaring imports of their cars stoke fears for...7 months ago,https://www.cnn.com/2023/09/13/cars/europe-china-electric-car-subsidies/index.html,7 months ago
60,The UK is delaying the switch to electric cars. Automakers are furious,CNN,"The UK government said Wednesday it would delay a ban on the sale of new gas and diesel cars by five years, angering carmakers who warned the move would...6 months ago",https://www.cnn.com/2023/09/20/cars/uk-electric-cars-delay/index.html,6 months ago
61,Millionth pure battery electric car sold in UK after 20 years,The Guardian,"Millionth pure battery electric car sold in UK after 20 years ... The number of pure battery electric cars sold in the UK has passed 1m, a milestone that reflects...2 months ago",https://www.theguardian.com/business/2024/feb/05/millionth-pure-battery-electric-car-sold-uk-20-years,2 months ago
62,The escalating transition to electric vehicles looms as I buy a new car,Washington Post,"I just lost another evening to car pricing and searching, indecision and then panic. I need to replace my dead car, and I want to go electric,...8 months ago",https://www.washingtonpost.com/dc-md-va/2023/07/31/electric-vehicle-anxiety-logistics/,8 months ago
63,Three big reasons Americans haven't rapidly adopted EVs,BBC,US consumers are buying electric vehicles – just not at the pace some analysts predicted. A few core reasons keep the average consumer from moving past...5 months ago,https://www.bbc.com/worklife/article/20231108-three-big-reasons-americans-havent-rapidly-adopted-evs,5 months ago
64,Cost Of An Electric Car,Car and Driver,"Fast forward to today, and the delta between the 2024 Sentra and 2024 Leaf (which start at $21,745 and $29,295, respectively) sits at $7550—that difference...5 months ago",https://www.caranddriver.com/features/a45753999/ev-cost-to-own/,5 months ago
65,EU moves against China's electric-car makers in bid to shield own industry,Financial Times,Beijing's subsidising of EV manufacturers stokes fears of European rivals being priced out.7 months ago,https://www.ft.com/content/155b3114-b3a6-47a0-a1ca-fd42a1f4b722,7 months ago
66,How Hyundai became big in America after focusing on smaller electric vehicles,Financial Times,"By focusing on sleeker sedans and compact SUVs that consumers can afford, the South Korean group and its sister brand Kia have together overtaken Ford and...3 months ago",https://www.ft.com/content/9b7ca6e1-3e9d-400d-a1eb-fc553f7cb684,3 months ago
67,Why UK independent garages are worried about shift to electric cars,Financial Times,A shortage of mechanics across the industry plus economic headwinds from inflation have meant that garages are less willing and able to give up working hours...5 months ago,https://www.ft.com/content/abaf97f5-f69e-4a83-a390-d43c8484bd81,5 months ago
68,Hertz pauses plans to buy electric vehicles from Polestar this year,Financial Times,"Polestar agreed to waive Hertz's requirement to buy its allocated number of cars this year, in return for the rental group agreeing not to sell its current...2 months ago",https://www.ft.com/content/b3513ea0-0033-430e-bf71-13406182171d,2 months ago
69,China's electric vehicle dominance presents a challenge to the west,Financial Times,China's electric vehicle dominance presents a challenge to the west · Made-in-China car exports race towards 5mn vehicles in 2023 · China's CATL and BYD are...3 months ago,https://www.ft.com/content/de696ddb-2201-4830-848b-6301b64ad0e5,3 months ago
70,Ford Slows Its Push Into Electric Vehicles,The New York Times,Ford Motor on Thursday delayed the production of at least two new electric cars and said it would pivot to making more hybrids. Its decision was the latest...1 week ago,https://www.nytimes.com/2024/04/04/business/ford-delays-electric-vehicles.html,1 week ago
71,"Switching to electric vehicles could prevent millions of illnesses in US children by 2050, report estimates",CNN,Hundreds of infants' lives would be saved and millions of children would breathe easier across the US if the nation's power grid depended on clean energy...1 month ago,https://www.cnn.com/2024/02/21/health/electric-vehicles-air-pollution-kids/index.html,1 month ago
72,BMW sees strong electric car sales growth as Tesla and others falter,Quartz,"BMW was one of the few companies selling electric vehicles to report a surge of growth in the first quarter of 2024, even as rivals like Tesla and...4 days ago",https://qz.com/bmw-ev-electric-vehicles-sales-surge-rivals-struggle-1851399857,4 days ago
73,Electric vehicles use half the energy of gas-powered vehicles » Yale Climate Connections,Yale Climate Connections,"The reality: EVs require much less energy to operate than gasoline-burning vehicles. In fact, with the nation's current electricity blend, an EV requires only...2 months ago",https://yaleclimateconnections.org/2024/01/electric-vehicles-use-half-the-energy-of-gas-powered-vehicles/,2 months ago
74,Global EV Outlook 2023 – Analysis - IEA,IEA – International Energy Agency,The Global EV Outlook is an annual publication that identifies and discusses recent developments in electric mobility across the globe. It is developed with...11 months ago,https://www.iea.org/reports/global-ev-outlook-2023,11 months ago
75,China technology giant Xiaomi starts electric car sales,BBC,China technology giant Xiaomi starts electric car sales ... Xiaomi's SU7 electric car. ... Chinese technology giant Xiaomi says it will start deliveries of its...1 month ago,https://www.bbc.co.uk/news/business-68541164,1 month ago
76,Electric vehicle battery prices are falling faster than expected,Goldman Sachs,Goldman Sachs Research now expects battery prices to fall to $99 per kilowatt hour (kWh) of storage capacity by 2025 — a 40% decrease from 2022 (the previous...5 months ago,https://www.goldmansachs.com/intelligence/pages/electric-vehicle-battery-prices-falling.html,5 months ago
77,"Demand for electric cars is booming, with sales expected to leap 35% this year after a record-breaking 2022 - News - IEA",IEA – International Energy Agency,"Demand for electric cars is booming, with sales expected to leap 35% this year after a record-breaking 2022 - News from the International Energy Agency.11 months ago",https://www.iea.org/news/demand-for-electric-cars-is-booming-with-sales-expected-to-leap-35-this-year-after-a-record-breaking-2022,11 months ago
78,"Where Will China Sell Its Electric Cars, Solar Panels?",Voice of America,China's policies mean that it produces more electric cars and solar panels than it can sell at home. Officials in the U.S. and other countries have voiced...4 days ago,https://learningenglish.voanews.com/a/where-will-china-sell-its-electric-cars-solar-panels-/7561924.html,4 days ago
79,"Electric car UK market share shrinks, figures suggest",Sky News,"The proportion of battery electric vehicles sold in the UK car market has shrunk, according to new industry figures. Some 15.2% of new cars registered in...1 week ago",https://news.sky.com/story/electric-car-uk-market-share-shrinks-figures-suggest-13107632,1 week ago
80,France halts €100-a-month electric car leasing scheme after huge demand,The Guardian,France halts €100-a-month electric car leasing scheme after huge demand ... The French government has suspended an electric car leasing scheme after only six...2 months ago,https://www.theguardian.com/world/2024/feb/13/france-halts-100-a-month-electric-car-leasing-scheme-after-surge-in-demand,2 months ago
81,The UK is delaying the switch to electric cars. Automakers are furious,CNN,"The UK government said Wednesday it would delay a ban on the sale of new gas and diesel cars by five years, angering carmakers who warned the move would...6 months ago",https://www.cnn.com/2023/09/20/cars/uk-electric-cars-delay/index.html,6 months ago
82,Three big reasons Americans haven't rapidly adopted EVs,BBC,US consumers are buying electric vehicles – just not at the pace some analysts predicted. A few core reasons keep the average consumer from moving past...5 months ago,https://www.bbc.com/worklife/article/20231108-three-big-reasons-americans-havent-rapidly-adopted-evs,5 months ago
83,Electric vehicles: insurers balk at battery fires and write-offs,Financial Times,"EVs are on the cusp of breaking even with traditional internal combustion engines, as cheaper running costs offset the higher upfront cost of the vehicle. As...5 months ago",https://www.ft.com/content/9a353ff6-ce86-4c53-b736-a1f24fdabe80,5 months ago
84,Cost Of An Electric Car,Car and Driver,"Fast forward to today, and the delta between the 2024 Sentra and 2024 Leaf (which start at $21,745 and $29,295, respectively) sits at $7550—that difference...5 months ago",https://www.caranddriver.com/features/a45753999/ev-cost-to-own/,5 months ago
85,EU moves against China's electric-car makers in bid to shield own industry,Financial Times,Beijing's subsidising of EV manufacturers stokes fears of European rivals being priced out.7 months ago,https://www.ft.com/content/155b3114-b3a6-47a0-a1ca-fd42a1f4b722,7 months ago
86,Electric car sales to private buyers fall sharply,BBC,"The Society of Motor Manufacturers and Traders said sales to private buyers fell by 14%, but overall registrations of electric cars rose almost 19%.6 months ago",https://www.bbc.co.uk/news/business-67017972,6 months ago
87,Hertz pauses plans to buy electric vehicles from Polestar this year,Financial Times,"Polestar agreed to waive Hertz's requirement to buy its allocated number of cars this year, in return for the rental group agreeing not to sell its current...2 months ago",https://www.ft.com/content/b3513ea0-0033-430e-bf71-13406182171d,2 months ago
88,China's electric vehicle dominance presents a challenge to the west,Financial Times,China's electric vehicle dominance presents a challenge to the west · Made-in-China car exports race towards 5mn vehicles in 2023 · China's CATL and BYD are...3 months ago,https://www.ft.com/content/de696ddb-2201-4830-848b-6301b64ad0e5,3 months ago
89,Germany set for 14% drop in electric-vehicle sales as carmakers scale back ambitions and demand 'does not look good',Fortune,Germany set for 14% drop in electric-vehicle sales as carmakers scale back ambitions and demand 'does not look good' ... BMW CEO Oliver Zipse with headphones on.2 months ago,https://fortune.com/europe/2024/02/03/germany-electric-vehicle-sales-drop-carmakers-audi-vw-bmw/,2 months ago
90,Volkswagen is losing the electric car race to Tesla and China,CNN,"“Volkswagen has just fallen behind in the battery electric vehicle race,” said Al Bedwell, a director at GlobalData who focuses on e-mobility trends. “The big...4 months ago",https://www.cnn.com/2023/12/14/business/volkswagen-losing-electric-car-race/index.html,4 months ago
91,Electric cars are not the future,Financial Times,"EVs also emit more carbon over their life cycle than any form of urban transport except petrol cars. They are still worthwhile for people in sprawling suburbs,...2 months ago",https://www.ft.com/content/61adc32b-6ce0-4a25-b010-e205a0e5db44,2 months ago
92,EV euphoria is dead. Automakers are scaling back or delaying their electric vehicle plans,CNBC,EV euphoria is dead. Automakers are scaling back or delaying their electric vehicle plans.1 month ago,https://www.cnbc.com/2024/03/13/ev-euphoria-is-dead-automakers-trumpet-consumer-choice-in-us.html,1 month ago
93,Nissan accused of dumping its electric car pioneers,BBC,"Nissan told the BBC: ""The NissanConnect EV app currently linked to Nissan Leaf and e-NV200 vehicles produced up until 2016 will shut down from 1 April 2024 in...1 month ago",https://www.bbc.co.uk/news/technology-68426263,1 month ago
94,China's Abandoned Electric Cars Pile Up After EV Boom Fueled by Subsidies,Bloomberg.com,A subsidy-fueled boom helped build China into an electric-car giant but left weed-infested lots across the nation brimming with unwanted battery-powered...7 months ago,https://www.bloomberg.com/features/2023-china-ev-graveyards/,7 months ago
95,What’s the best way of warming up your electric car?,SINTEF,"Sørensen recommends that it is better to charge your EV at night, as many people already do, and use the battery to preheat the car in the morning, without...5 months ago",https://www.sintef.no/en/latest-news/2023/whats-the-best-way-of-warming-up-your-electric-car/,5 months ago
96,New tool makes choosing an electric vehicle easy,ACT Government,New EV cost comparison tool. A new online tool is helping Canberrans compare the total cost of ownership of different models of electric versus petrol or diesel...9 months ago,https://www.act.gov.au/our-canberra/latest-news/2023/july/new-tool-makes-choosing-an-electric-vehicle-easy,9 months ago
97,Apple Cancels Electric Car Project,MacRumors,"Apple has canceled all plans to release an autonomous, electric vehicle, reports Bloomberg. Apple has been working on an Apple Car for more than a...1 week ago",https://www.macrumors.com/2024/02/27/apple-cancels-electric-car-project/,1 week ago
98,Top Selling Electric Vehicles in the World — January 2024,CleanTechnica,Top Selling Electric Vehicles in the World — January 2024 ... Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News! The Tesla...1 month ago,https://cleantechnica.com/2024/03/05/top-selling-electric-vehicles-in-the-world-january-2024/,1 month ago
99,Apple cancels its electric car project,NPR,"Apple executives on Tuesday informed teams working on the tech giant's vehicle, called Project Titan internally, that hundreds of employees who worked on the...1 month ago",https://www.npr.org/2024/02/27/1234315814/apple-cancels-electric-car,1 month ago
100,China's Abandoned Electric Cars Pile Up After EV Boom Fueled by Subsidies,Bloomberg.com,A subsidy-fueled boom helped build China into an electric-car giant but left weed-infested lots across the nation brimming with unwanted battery-powered...7 months ago,https://www.bloomberg.com/features/2023-china-ev-graveyards/,7 months ago
101,What’s the best way of warming up your electric car?,SINTEF,"Sørensen recommends that it is better to charge your EV at night, as many people already do, and use the battery to preheat the car in the morning, without...5 months ago",https://www.sintef.no/en/latest-news/2023/whats-the-best-way-of-warming-up-your-electric-car/,5 months ago
